,Apartment,sum_vec
0,10.0,-0.660608838312
1,10000.0,0.0538754978916
2,100004.0,0.183141427668
3,100007.0,-0.160693040089
4,100013.0,-0.610768542276
5,100014.0,-0.129080720886
6,100016.0,0.582484161481
7,100020.0,0.0310389287915
8,100026.0,-0.0813372010161
9,100027.0,0.433215433455
10,100030.0,-0.0301519178756
11,10004.0,-0.200286899752
12,100044.0,-0.374423221685
13,100048.0,0.0996371339425
14,10005.0,0.285894166096
15,100051.0,-0.0678063157102
16,100052.0,-0.0123885464272
17,100053.0,-0.50661218095
18,100055.0,-0.0473193046055
19,100058.0,-0.0669787813677
20,100062.0,-0.00122540548909
21,100063.0,-0.0487507098587
22,100065.0,-0.104387762942
23,100066.0,0.258335726045
24,10007.0,0.51839446713
25,100071.0,0.352763445931
26,100075.0,-0.0216681623133
27,100076.0,0.178473500477
28,100079.0,-0.0481741128606
29,100081.0,0.0157686343155
30,100083.0,0.418989243859
31,100084.0,0.0323970922473
32,100085.0,0.200655175489
33,100087.0,-0.270481956308
34,10009.0,0.19459162929
35,100090.0,-0.122409651987
36,100096.0,1.13962525985
37,100098.0,0.126106388816
38,100099.0,-0.224878282868
39,10010.0,-0.356813050668
40,100100.0,-0.111577125354
41,100102.0,0.0421264279867
42,100107.0,-0.157496179047
43,100112.0,-0.139869722159
44,100113.0,0.0102002917847
45,100115.0,0.153686435195
46,100117.0,-0.00690814861446
47,100119.0,-0.423893829226
48,10012.0,-0.127610493015
49,100124.0,-0.119323382605
50,100127.0,-0.235435555194
51,100129.0,-0.0907834493846
52,100131.0,0.338472381016
53,100132.0,0.260083163623
54,100133.0,-0.576889886899
55,100136.0,0.0634529117378
56,100137.0,-0.346784810637
57,100138.0,0.157700570999
58,100139.0,-0.0664584550832
59,10014.0,-0.0339276824088
60,100140.0,-0.272623675832
61,100141.0,0.18337266834
62,100144.0,-0.0189697456954
63,100149.0,-0.245795342809
64,100151.0,-0.0846526572132
65,100156.0,0.00475894624833
66,100160.0,-0.323271880159
67,100161.0,-0.0185249299975
68,100166.0,-0.338250235654
69,100170.0,-0.0704002985731
70,100172.0,0.475283312611
71,100175.0,-0.088387767144
72,100177.0,-0.338540752186
73,100179.0,-0.0708107809769
74,100181.0,0.225840712257
75,100182.0,-0.0264814508846
76,100184.0,-0.579937851173
77,100185.0,-0.339021055552
78,100188.0,0.0311572944047
79,100193.0,-0.270852713264
80,100196.0,0.172436706896
81,100198.0,-0.336854126654
82,1002.0,-0.0790451705689
83,10020.0,-0.0305189814826
84,100200.0,-0.166215294914
85,100203.0,-0.325336376613
86,100205.0,-0.0553766483499
87,100206.0,-0.267105827865
88,100209.0,-0.156163844338
89,10021.0,-0.0168520506777
90,100213.0,-0.137935273189
91,100214.0,0.202281801066
92,100215.0,0.0371818399581
93,100216.0,-0.0613870614325
94,100219.0,-0.325442880887
95,100221.0,-0.201046507864
96,100222.0,-0.0854994744586
97,100224.0,0.536992863912
98,100227.0,-0.493739276135
99,100233.0,-0.0325646463607
100,100234.0,-0.716662832187
101,100235.0,-0.396929591952
102,100237.0,-0.529895298532
103,100240.0,-0.00359024951467
104,100241.0,0.259121812516
105,100243.0,-0.126302681485
106,100245.0,-0.070194698812
107,100246.0,-0.235585439194
108,100247.0,-0.252434210124
109,100248.0,0.0854195348547
110,100250.0,0.0963520440273
111,100251.0,-0.160690069533
112,100253.0,-0.0275351277087
113,100254.0,-0.0402536625043
114,100256.0,0.0819563625846
115,100259.0,-0.243521813478
116,100260.0,-0.0183510140196
117,100262.0,-0.243670350272
118,100263.0,0.123042757885
119,100264.0,0.384863133309
120,100265.0,0.0911904408713
121,100270.0,-0.255746191353
122,100274.0,0.385497240262
123,100276.0,-0.170975671557
124,100277.0,-0.0434358107159
125,100278.0,-0.413386385801
126,100279.0,-0.658025640325
127,100282.0,0.242147172627
128,100283.0,0.0506878332526
129,100286.0,0.669195072784
130,100287.0,0.698548562475
131,10029.0,0.40978663211
132,100296.0,0.0474954970414
133,100297.0,0.202030086686
134,100299.0,-0.0978124385074
135,10030.0,-0.580868099671
136,100300.0,-0.115632135632
137,100302.0,0.299130098654
138,100305.0,-0.419553745247
139,100307.0,-0.243463805644
140,100308.0,1.15980405748
141,100310.0,0.266311802268
142,100311.0,-0.0953293433995
143,100314.0,-0.198480444204
144,100316.0,-0.110879234227
145,100317.0,0.00865059020725
146,100318.0,0.589787806937
147,100319.0,-0.666587141459
148,100322.0,0.00846968143014
149,100324.0,0.0896086922148
150,10033.0,0.614259681257
151,100331.0,0.396651209099
152,100332.0,0.00652352214092
153,100333.0,-0.199817817018
154,100335.0,-0.0309550980455
155,100338.0,-0.182680721191
156,10034.0,0.222278188565
157,100343.0,-0.0857465859735
158,100345.0,-0.0426215633051
159,100346.0,0.761270579009
160,100348.0,-0.31315063528
161,100356.0,-0.421952719335
162,100358.0,0.261997133814
163,100359.0,0.264331183571
164,100360.0,-0.08024397181
165,10037.0,0.31562530034
166,100371.0,-0.331794705337
167,100377.0,-0.0145910797874
168,100380.0,0.0896789681283
169,100382.0,-0.305625352077
170,100385.0,0.00544420682127
171,100386.0,0.112206709804
172,100387.0,-0.508759504301
173,100390.0,-0.270952106905
174,100391.0,-0.142281018372
175,100392.0,-0.104328010348
176,100395.0,0.403983840763
177,100399.0,-0.0360486931459
178,1004.0,-0.266498790734
179,10040.0,0.386664484307
180,100400.0,-0.0110164756188
181,100403.0,-0.219158474996
182,100406.0,0.147237926663
183,100410.0,0.359271474299
184,100411.0,0.328023110516
185,100412.0,-0.0652744360268
186,100417.0,0.141436392296
187,100419.0,1.14416103122
188,100422.0,-0.161002121517
189,100423.0,0.283061640235
190,100424.0,-0.245716869438
191,100427.0,0.394171621243
192,100429.0,0.302050122642
193,100433.0,0.375455746602
194,100437.0,-0.213926682656
195,100438.0,-0.0158232347894
196,100439.0,0.449764839606
197,100440.0,-0.0394467463484
198,100444.0,0.449485096498
199,100445.0,0.281685842026
200,100446.0,0.562591767826
201,100449.0,0.0592592888279
202,10045.0,-0.219105962664
203,100451.0,0.919879781024
204,100454.0,-0.353676972096
205,100457.0,0.0996082301135
206,100458.0,0.493690790579
207,100463.0,-0.168154638843
208,100464.0,0.184597360785
209,100465.0,0.397016557748
210,100467.0,-0.0705653157202
211,100468.0,-0.13288240353
212,100469.0,0.10746787666
213,100471.0,0.0328175585018
214,100472.0,0.533409405267
215,100473.0,0.745587046942
216,100475.0,0.0724064401002
217,100477.0,-0.021808371268
218,100479.0,0.340625482786
219,10048.0,0.250775308567
220,100482.0,0.125187949452
221,100489.0,0.709815537994
222,100490.0,0.175986967341
223,100491.0,0.0353334301617
224,100493.0,0.104448237922
225,100497.0,0.222682247637
226,100498.0,0.457446479937
227,100502.0,0.608093369228
228,100504.0,0.0287600547017
229,100509.0,0.30680647376
230,100511.0,0.0579651872395
231,100512.0,-0.0151404748467
232,100514.0,0.0607499929029
233,100515.0,0.133640050684
234,100518.0,-0.0393383105402
235,10052.0,0.396774957655
236,100521.0,-0.284901791136
237,100523.0,0.131129053188
238,100524.0,0.0692137514998
239,100526.0,-0.675891095947
240,10053.0,-0.00416936181136
241,100535.0,-0.425169285445
242,100536.0,0.0425322595984
243,100543.0,-0.382645849255
244,100544.0,-0.560925744241
245,100545.0,-1.09404254076
246,100547.0,-0.131484652084
247,10055.0,0.0468490392668
248,100551.0,0.317661975932
249,100553.0,0.29188307155
250,100558.0,0.0672709285282
251,100559.0,-0.281081717869
252,100560.0,-0.237052614335
253,100561.0,-0.0698355970089
254,100563.0,-0.0633322633075
255,40.7775,0.00962250250814
256,100564.0,-0.106519738387
257,100567.0,0.366941051383
258,10057.0,-0.247095643106
259,100571.0,-0.341022821784
260,100574.0,0.399769672018
261,100577.0,0.196180368599
262,100583.0,0.544335179264
263,100591.0,-0.0923103024252
264,100593.0,-0.0445324587054
265,100596.0,0.300448389098
266,100597.0,-0.0314558004029
267,100598.0,-0.199912844982
268,100600.0,-0.00281122387969
269,,-0.0176609576556
270,40.7865,0.0416689170852
271,100601.0,-0.216870177246
272,100602.0,0.547844374261
273,100604.0,0.0728074643994
274,100605.0,0.0311989821494
275,10061.0,0.0850641846191
276,100613.0,0.175169512513
277,100614.0,-0.504029456679
278,100617.0,0.0123357334269
279,,0.0109295272213
280,,0.0119968353501
281,,0.0163722458965
282,40.7706,0.0307204690616
283,100619.0,-0.0549749751153
284,100620.0,-0.124694543134
285,100622.0,-0.168451528647
286,100624.0,0.48033674981
287,100626.0,0.13202268476
288,100628.0,-0.105250484237
289,100629.0,-0.0858156203467
